"area_code","item_code","Area","Item","share","category"
398,2612,"Kazakhstan","Lemons, Limes and products",9.8162542627993e-05,"vegetal_products"
100,2615,"Bulgaria","Bananas",0.00192157937240425,"vegetal_products"
792,2613,"Türkiye","Grapefruit and products",0.000134550327314266,"vegetal_products"
688,2616,"Serbia","Plantains",0,"vegetal_products"
196,2612,"Cyprus","Lemons, Limes and products",0.00248598883165289,"vegetal_products"
496,2635,"Mongolia","Tea (including mate)",0.000182267826000505,"vegetal_products"
528,2615,"Netherlands (Kingdom of the)","Bananas",0.00260225027322062,"vegetal_products"
191,2616,"Croatia","Plantains",0,"vegetal_products"
356,2605,"India","Vegetables, other",0.0165898187463679,"vegetal_products"
826,2614,"United Kingdom of Great Britain and Northern Ireland","Citrus, Other",0.000150023268915179,"vegetal_products"
418,2625,"Lao People's Democratic Republic","Fruits, other",0.00573352653580327,"vegetal_products"
